City,Source,Title (TR),Title (EN),Category,Area,Description (TR),Description (EN),Price,Rating,Review Count,Image URL
Madrid,OTA,El Sueño de Carmen,El Sueño de Carmen,Yeme-İçme,C. de San Epifanio,Geleneksel İspanyol mutfağı. Ev yapımı yemekler ve sıcak bir aile atmosferi.,Traditional Spanish cuisine. Homemade meals and a warm family atmosphere.,medium,4.8,2977,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/el_sueno_de_carmen.jpg
Madrid,OTA,Ermita de San Antonio de la Florida,Ermita de San Antonio de la Florida,Müze,Moncloa,"Ermita de San Antonio de la Florida, Madrid'nin kültürel zenginliğinin en güzel örneklerinden birini sergiliyor. Moncloa bölgesinde konumlanan bu müze, dünya çapında tanınan eserleri, interaktif sergileri ve eğitici programlarıyla her yaş grubundan ziyaretçiye hitap ediyor. Rehberli turlar sayesinde eserlerin hikayelerini derinlemesine keşfetme imkanı bulabilirsiniz.","Ermita de San Antonio de la Florida showcases one of the finest examples of Madrid's cultural richness. Located in Moncloa, this museum appeals to visitors of all ages with its world-renowned works, interactive exhibits, and educational programs.",free,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/ermita_de_san_antonio_de_la_florida.jpg
Madrid,OTA,Es Vietnam Restaurant,Es Vietnam Restaurant,Yeme-İçme,C. de Vergara,Çıplak tuğla ve duvar resmi bulunan rahat alanda servis edilen pho ve Çin böreği gibi Vietnam lezzetleri.,Vietnamese staples like pho & spring rolls served in a casual space with exposed brick & a mural.,medium,4.8,2656,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/es_vietnam_restaurant.png
Madrid,OTA,Estación de Atocha,Estación de Atocha,Deneyim,Atocha,"Estación de Atocha, Madrid'nin nefes kesen panoramasını sunan en iyi bakış noktalarından biri. Atocha bölgesindeki bu nokta, özellikle gün batımında altın ve mor tonlarının gökyüzünü kapladığı anlarda fotoğrafçılar için cennet.","For those wanting a bird's eye view of the city, Estación de Atocha is unmissable. This viewpoint in Atocha offers the chance to watch the city's silhouette by day and the sparkling city lights spreading like a carpet by night.",free,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/estacion_de_atocha.jpg
Madrid,OTA,Estadio Santiago Bernabéu,Estadio Santiago Bernabéu,Deneyim,Chamartín,"Estadio Santiago Bernabéu, Madrid'nin spor tarihinin en önemli sahnelerinden biri. Chamartín'daki bu tesiste unutulmaz maçlar izleyebilir, stadyum turuna katılabilir veya müzesinde efsanevi anları yeniden yaşayabilirsiniz.",Legendary stadium of Real Madrid. Museum and pitch tour is a shrine for football fans.,medium,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/estadio_santiago_bernabeu.jpg
Madrid,OTA,FIERA,FIERA,Deneyim,Costanilla de Capuchinos,Vahşi ve yaratıcı lezzetler. Modern dekorasyon ve cesur tatlarla dolu bir deneyim.,Wild and creative flavors. Experience full of modern decoration and bold tastes.,medium,4.8,1025,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/fiera.jpg
Madrid,OTA,FLUID,FLUID,Bar,C. del Conde Duque,"Akışkan bar! Modern kokteyller, minimalist dekor ve trendy Madrid.","Fluid bar! Modern cocktails, minimalist decor and trendy Madrid.",medium,4.9,105,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/fluid.jpg
Madrid,OTA,Faro de Moncloa,Faro de Moncloa,Deneyim,Moncloa,"Faro de Moncloa, Madrid'nin nefes kesen panoramasını sunan en iyi bakış noktalarından biri. Moncloa bölgesindeki bu nokta, özellikle gün batımında altın ve mor tonlarının gökyüzünü kapladığı anlarda fotoğrafçılar için cennet.","For those wanting a bird's eye view of the city, Faro de Moncloa is unmissable. This viewpoint in Moncloa offers the chance to watch the city's silhouette by day and the sparkling city lights spreading like a carpet by night.",low,4.3,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/faro_de_moncloa.jpg
Madrid,OTA,Fat Cats Cocktail House,Fat Cats Cocktail House,Yeme-İçme,C. del Infante,"Şişman kediler kokteyl evi! Caz çağı zenginliği, premium kokteyller.","Fat cats cocktail house! Jazz age opulence, premium cocktails.",medium,4.7,548,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/fat_cats_cocktail_house.jpg
Madrid,OTA,Funambulista Bar,Funambulista Bar,Yeme-İçme,C. de las Huertas,Denge ve lezzet arayışı. Yaratıcı kokteyller ve onlara eşlik eden gurme atıştırmalıklar.,Quest for balance and flavor. Creative cocktails and accompanying gourmet snacks.,medium,4.8,621,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/funambulista_bar.jpg
Madrid,OTA,Gin Martini Cocktail Bar,Gin Martini Cocktail Bar,Bar,C. de San Carlos,"Cin ve Martini uzmanı! Klasik kokteyller, premium spirits.","Gin and Martini specialist! Classic cocktails, premium spirits.",medium,5,295,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/gin_martini_cocktail_bar.jpg
Madrid,OTA,Ginkgo Sky Bar,Ginkgo Sky Bar,Yeme-İçme,Plaza de España,"Ginkgo Sky Bar, Madrid'nin nefes kesen panoramasını sunan en iyi bakış noktalarından biri. Plaza de España bölgesindeki bu nokta, özellikle gün batımında altın ve mor tonlarının gökyüzünü kapladığı anlarda fotoğrafçılar için cennet.","Ginkgo Sky Bar is one of the best viewpoints offering a breathtaking panorama of Madrid. This spot in Plaza de España is paradise for photographers, especially at sunset when gold and purple tones fill the sky.",high,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/ginkgo_sky_bar.jpg
Madrid,OTA,Gran Vía,Gran Vía,Alışveriş,Centro,"Madrid'in asla uyumayan ana caddesi. Tiyatroları, devasa binaları ve alışveriş olanaklarıyla şehrin Broadway'i sayılır.","The city's grandest boulevard, famous for its 20th-century architecture, theaters, shopping, and neon-lit 'Broadway' feel.",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/gran_via.jpg
Madrid,OTA,Harmony Lounge & Bar,Harmony Lounge & Bar,Yeme-İçme,C. de Víctor Andrés Belaunde,"Uyum lounge ve bar! Huzurlu atmosfer, chill vibes.","Harmony lounge and bar! Peaceful atmosphere, chill vibes.",medium,4.8,314,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/harmony_lounge_and_bar.png
Madrid,OTA,Helardy | Brunch Madrid,Helardy | Brunch Madrid,Yeme-İçme,Calle de O'Donnell,Dondurma ve brunch keyfi bir arada. İtalyan gelato ve Fransız pastaneciliğinin buluşması.,Ice cream and brunch enjoyment together. Meeting of Italian gelato and French pastry.,medium,4.9,166,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/helardy_brunch_madrid.jpg
Madrid,OTA,Hemingway Gin & Cocktail Bar,Hemingway Gin & Cocktail Bar,Bar,Pl. de Matute,"Ernest Hemingway'e adanmış bar. Edebi atmosfer, classic cocktails.","Bar dedicated to Ernest Hemingway. Literary atmosphere, classic cocktails.",medium,4.9,467,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/hemingway_gin_and_cocktail_bar.jpg
Madrid,OTA,Huertas (Gece Hayatı),Huertas Nightlife,Bar,Huertas,Madrid'in en canlı gece hayatı bölgelerinden biri. Plaza de Santa Ana çevresindeki barları ve caz kulüpleriyle ünlüdür.,"The nightlife hub of central Madrid, centered around Huertas street, where classic pubs, jazz clubs, and tapas bars stay open until the early hours.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/huertas_gece_hayati.jpg
Madrid,OTA,IN Ristolab,IN Ristolab,Yeme-İçme,C. de Francisco de Rojas,Yaratıcı İtalyan mutfağı laboratuvarı. Geleneksel tariflere modern ve deneysel dokunuşlar.,Creative Italian cuisine laboratory. Modern and experimental touches to traditional recipes.,medium,4.8,1327,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/in_ristolab.jpg
Madrid,OTA,Industria Bar,Industria Bar,Yeme-İçme,Calle de los Cañizares,Endüstriyel tasarımlı şık bar. İş çıkışı kokteyl ve sosyalleşmek için popüler bir nokta.,Industrial designed stylish bar. Popular spot for after-work cocktails and revitalizing.,medium,4.9,499,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/industria_bar.jpg
Madrid,OTA,Jack´s Club,Jack´s Club,Bar,Pl. del Carmen,"Jack'in kulübü! Amerikan vibes, bourbon ve gece hayatı.","Intimate, seductive bar with a speakeasy vibe, live jazz, and storytelling cocktails.",medium,5,139,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/jacks_club.jpg
Madrid,OTA,Jardines de Sabatini,Jardines de Sabatini,Park,Centro,"Şehrin kalabalığından kaçış arayanlar için Jardines de Sabatini mükemmel bir sığınak. Centro'daki bu yeşil vaha, botanik çeşitliliği, kuş gözlem noktaları ve mevsimlik çiçek bahçeleriyle her ziyarette farklı bir güzellik sunuyor.","Neoclassical gardens north of Palacio Real. Symmetric lawns, statues. Night lighting nice.",low,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/jardines_de_sabatini.jpg
Madrid,OTA,KLARE SPECIALTY COFFEE & BRUNCH,Muá! Specialty Coffee & Brunch,Kafe,Calle del General Arrando,"Berrak specialty kahve ve brunch! Temiz tatlar, sağlıklı menü.","Clear specialty coffee and brunch! Clean flavors, healthy menu.",medium,4.8,2497,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/klare_specialty_coffee_and_brunch.jpg
Madrid,OTA,Kavovar Madrid,Kavovar Madrid,Yeme-İçme,Pl. Luca de Tena,Çek kahve makinesi Kavovar! Orta Avrupa kahve kültürü.,Czech coffee machine Kavovar! Central European coffee culture.,medium,4.9,439,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/kavovar_madrid.jpg
Madrid,OTA,Kkori Korean Cakery & Specialty Coffee,Kkori Korean Cakery & Specialty Coffee,Kafe,Calle de Gonzalo de Córdoba,"Kore kuyruk pastanesi! K-desserts, specialty kahve ve Seoul vibes.","Korean tail cakery! K-desserts, specialty coffee and Seoul vibes.",medium,4.9,509,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/kkori_korean_cakery_and_specialty_coffee.jpg
Madrid,OTA,Koffie Specialty Coffee & Vinos Naturales,Koffie Specialty Coffee & Vinos Naturales,Kafe,C. de la Batalla del Salado,"Sadece espresso odaklı, sade ve modern bir kahve barı; kahve tutkunları için ideal.",Dutch for coffee! Specialty brewing and natural wines.,medium,4.8,150,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/koffie_specialty_coffee_and_vinos_naturales.jpg
Madrid,OTA,Kon Kafé - Specialty Coffee,Kon Kafé - Specialty Coffee,Kafe,C. de Tetuán,"Kalp simgelilatte artları ve ev yapımı kurabiyeleriyle, kahve tutkunları için sıcak bir durak.",Comfortable specialty coffee spot offering precision brews and light bites in a quaint setting.,medium,4.9,135,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/kon_kafe_specialty_coffee.jpg
Madrid,OTA,LICENSED specialty coffee,LICENSED specialty coffee,Kafe,Calle del Cardenal Silíceo,"Chamartín'de, analog müzik eşliğinde hassas tekniklerle hazırlanan nitelikli kahveler sunan huzurlu mekan.","Cozy, dog-friendly coffee shop serving exceptional brews in a calm, inviting atmosphere.",medium,5,197,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/licensed_specialty_coffee.jpg
Madrid,OTA,La Cucharona - Comida casera para llevar,La Cucharona - Comida casera para llevar,Yeme-İçme,C. de Eloy Gonzalo,"Büyük kaşık ev yemekleri! Paket servis, anne eli değmiş.",Homestyle takeaway spot known for comforting dishes prepared with a mother's touch.,medium,4.9,112,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/la_cucharona_comida_casera_para_llevar.jpg
Madrid,OTA,La Dulcería Café |Tartas de Queso Artesanas|Specialty Cheesecakes. Desserts-Postres,La Dulcería Café |Tartas de Queso Artesanas|Specialty Cheesecakes. Desserts-Postres,Kafe,C. de Sta. Bárbara,Çeşit çeşit el yapımı cheesecake'ler ve yanında nitelikli kahve sunan sıcak bir tatlıcı.,Cozy dessert cafe famous for its variety of artisanal cheesecakes and specialty coffee.,medium,4.9,1760,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/la_dulceria_cafe_tartas_de_queso_artesanasspecialt.jpg
Madrid,OTA,La Dupla Bakery,La Dupla Bakery,Kafe,C. de la Santísima Trinidad,Taze ve lezzetli hamur işleri. Kahvaltı ve beş çayı için keyifli seçenekler.,Fresh and tasty pastries. Delightful options for breakfast and tea time.,medium,5,112,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/la_dupla_bakery.jpg
Madrid,OTA,La Latina,La Latina,Kafe,La Latina,"Yerel yaşamın en canlı hali La Latina'de karşınıza çıkıyor. La Latina bölgesindeki bu semt, sabah pazarları, aile işletmesi kafeler, vintage dükkanlar ve gece hayatıyla 24 saat yaşayan bir atmosfer sunuyor.","The liveliest version of local life comes before you in La Latina. This neighborhood in the La Latina region offers a 24-hour lively atmosphere with morning markets, family-run cafes, vintage shops and nightlife.",low,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/la_latina.jpg
Madrid,OTA,La Mallorquina,La Mallorquina,Yeme-İçme,Sol,"Otantik lezzetlerin adresi La Mallorquina, Sol bölgesinin en çok tercih edilen mekanlarından. Sıcak ambiyansı, özenli servisi ve zengin menüsüyle hem yerel halkın hem turistlerin vazgeçilmezi haline gelmiş.","The address of authentic flavors, La Mallorquina is one of Sol's most preferred venues. With its warm ambiance, attentive service and rich menu, it has become indispensable for both locals and tourists.",low,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/la_mallorquina.jpg
Madrid,OTA,La Produ Natural Wines - Vinos Naturales,La Produ Natural Wines - Vinos Naturales,Bar,C. de Barbieri,Doğal şaraplar ve yerel tapaslar. Üreticiyle tüketiciyi buluşturan samimi bir şarap barı.,Natural wines and local tapas. Intimate wine bar bridging producer and consumer.,medium,4.9,87,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/la_produ_natural_wines_vinos_naturales.jpg
Madrid,OTA,La Santoría Cocktail Bar,La Santoría Cocktail Bar,Bar,C. de Lope de Vega,"Eklektik bir dekora sahip bu rahat barda yenilikçi, özel kokteyller ve bar atıştırmalıkları servis edilir.","Innovative, artisanal cocktails & bar bites are served at this cozy bar with eclectic decor.",medium,4.8,1224,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/la_santoria_cocktail_bar.png
Madrid,OTA,La Taberna de Peñalver,La Taberna de Peñalver,Yeme-İçme,C. del Conde de Peñalver,"Upbeat, easygoing tavern sunan classic, Alicante-style paella & tapas, plus TVs for sports.","Upbeat, easygoing tavern offering classic, Alicante-style paella & tapas, plus TVs for sports.",medium,4.8,15460,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/la_taberna_de_penalver.jpg
Madrid,OTA,Las Ventas,Las Ventas,Deneyim,Salamanca,"Las Ventas, Madrid'nin spor tarihinin en önemli sahnelerinden biri. Salamanca'daki bu tesiste unutulmaz maçlar izleyebilir, stadyum turuna katılabilir veya müzesinde efsanevi anları yeniden yaşayabilirsiniz.",World's most famous bullring. Neo-Mudejar architecture. March-October season. Tours available.,medium,4.3,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/las_ventas.jpg
Madrid,OTA,Lavapiés (Barrio),Lavapies District,Bar,Lavapiés,"Madrid'in en kozmopolit ve bohem mahallesi. Dünyanın her yerinden mutfaklar, sokak festivalleri ve canlı bir yerel kültür sizi bekliyor.","The most ethnically diverse neighborhood in Madrid, famous for its colorful street art, bohemian cafes, and eclectic world restaurants.",low,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/lavapies_barrio.jpg
Madrid,OTA,Le Praliné Brunch / Malasaña,Le Praliné Brunch / Malasaña,Yeme-İçme,C. del Barco,"Akdeniz füzyon brunch menüsü ve şık sunumlarıyla, Malasaña'nın modern ve keyifli mekanı.","Praline brunch in Malasaña! French pastry, bohemian neighborhood.",medium,4.9,496,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/le_praline_brunch_malasana.jpg
Madrid,OTA,Lito Pastelería,Lito Pastelería,Kafe,C. del Amparo,"Geleneksel İspanyol tatlılarını modern sunumlarla birleştiren, lezzetli atıştırmalıklar bulabileceğiniz şık pastane.",Modern Spanish pastry shop offering traditional desserts with a contemporary presentation.,medium,5,89,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/lito_pasteleria.jpg
Madrid,OTA,Loca Obsesión | Brunch Madrid,Loca Obsesión | Brunch Madrid,Yeme-İçme,C. de Bordadores,"Yaratıcı sunumları ve ateşle hazırlanan lezzetleriyle, trend ve canlı bir brunch mekanı.","Central brunch spot near Plaza Mayor known for creative, fun dishes and lively vibes.",medium,4.9,5288,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/loca_obsesion_brunch_madrid.jpg
Madrid,OTA,Los Montes de Galicia,Los Montes de Galicia,Yeme-İçme,C. de Azcona,"Bölgeye özgü tasarım motifleriyle zarif bir mekanda lüks, yenilikçi Galiçya mutfağı.","Upscale, innovative Galician-based cuisine in an elegant space with design motifs from the region.",medium,4.8,12173,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/los_montes_de_galicia.jpg
Madrid,OTA,Lovo Cocktail Bar Madrid,Lovo Cocktail Bar Madrid,Bar,Calle de Echegaray,"Josefine Baker ve 1920'ler temalı, şık atmosferde sunulan yaratıcı ve görsel kokteyller.",Chic 1920s-themed cocktail bar serving inventive drinks and tapas in a stylish setting.,medium,4.7,2181,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/lovo_cocktail_bar_madrid.jpg
Madrid,OTA,Luma Specialty Coffee & Wine Bar,Luma Specialty Coffee & Wine Bar,Kafe,C. de Luchana,"Işık specialty kahve ve şarap barı! Gündüz kahve, akşam şarap.","Light specialty coffee and wine bar! Coffee by day, wine by night.",medium,4.9,152,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/luma_specialty_coffee_and_wine_bar.jpg
Madrid,OTA,MARCELLE,MARCELLE,Yeme-İçme,C. de Fúcar,"Mevsimsel ürünlerle hazırlanan, Fransız bistro tarzı, samimi ve romantik bir restoran.",French name Marcelle! Paris bistro vibes in Madrid.,medium,4.9,354,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/marcelle.jpg
Madrid,OTA,Madremia Retiro,Madremia Retiro,Kafe,C. de Antonio Acuña,"New York tarzı kurabiyeler ve taze kruvasanlarıyla sevilen, rahat bir hamur işi durağı.",Charming spot near Retiro Park offering homemade flavors in a relaxed atmosphere.,medium,5,270,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/madremia_retiro.jpg
Madrid,OTA,Madrid & Darracott - Vinos y experiencias,Madrid & Darracott - Vinos y experiencias,Bar,Calle del Conde de Romanones,"Eğlenceli ve öğretici tadım etkinlikleriyle, İspanyol şaraplarını keşfetmek için harika bir durak.","Friendly wine shop hosting informative tastings of Spanish wines, sherry, and vermouth.",medium,4.8,420,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/madrid_and_darracott_vinos_y_experiencias.jpg
Madrid,OTA,Malasaña (Barrio),Malasana District,Bar,Malasaña,"Kentin 'hipster' kalbi. 80'lerin 'La Movida' hareketinin merkezi olan bu bölge, şık kafeler, vintage mağazalar ve butik barlarla dolu.","The spiritual home of the 'La Movida' counterculture movement, now Madrid's trendiest neighborhood with indie boutiques and lively plazas.",medium,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/malasana_barrio.jpg
Madrid,OTA,Mansilla Libros y Café,Mansilla Libros y Café,Kafe,C. de Embajadores,"Mansilla kitap ve kahve! Edebiyat buluşması, okuma köşesi.","Mansilla books and coffee! Literature meeting, reading corner.",medium,4.9,671,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/mansilla_libros_y_cafe.jpg
Madrid,OTA,Manzanares Riverside (Madrid Río),Madrid Rio Park,Park,Arganzuela,"Nehir boyunca uzanan devasa rekreasyon alanı. Modern köprüleri, yürüyüş yolları ve parklarıyla kentin en iyi açık hava aktivite noktası.","A massive urban transformation project that turned a highway into a lush riverside park with cycling tracks, modern bridges, and play areas.",free,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/manzanares_riverside_madrid_rio.jpg
Madrid,OTA,Matadero Madrid,Matadero Madrid,Müze,Arganzuela,"Matadero Madrid, Madrid'nin kültürel yaşamının merkezi konumunda. Arganzuela'daki bu mekan, dünya çapında sanatçıların performansları, çağdaş sanat sergileri ve interaktif etkinlikleriyle şehrin yaratıcı enerjisini yansıtıyor.","Old slaughterhouse turned into huge cultural campus. Theater, cinema, exhibition, market.",free,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/matadero_madrid.jpg
Madrid,OTA,Mercado de Maravillas,Maravillas Market,Deneyim,Tetuan,"Avrupa'nın en büyük belediye pazarlarından biri. Turistlerden uzak, Madridlilerin günlük alışverişini yaptığı gerçek bir gastronomi mabedi.","One of the largest municipal markets in Europe, offering an authentic, non-touristy slice of Madrid life with over 200 stalls.",low,4.8,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/mercado_de_maravillas.jpg
Madrid,OTA,Mercado de Motores,Mercado de Motores,Alışveriş,Arganzuela,"Eski bir tren müzesinde (Museo del Ferrocarril) kurulan, antikalardan el yapımı ürünlere kadar her şeyi bulabileceğiniz eşsiz bir pazar.","A unique monthly market held inside an old railway museum, where stalls are nestled between vintage trains, selling antiques, clothes, and gourmet food.",free,4.8,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/mercado_de_motores.jpg
Madrid,OTA,Mercado de San Antón,San Anton Market,Deneyim,Chueca,Modern bir gurme pazarı. Üst katındaki açık hava terası ve taze ürünlerden yapılan tapaslarıyla Chueca'nın en popüler noktası.,"A stylish three-story gourmet market in Chueca, featuring food stalls, art galleries, and a famous rooftop terrace.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/mercado_de_san_anton.jpg
Madrid,OTA,Mercado de Vallehermoso,Mercado de Vallehermoso,Yeme-İçme,Chamberí,"Otantik lezzetlerin adresi Mercado de Vallehermoso, Chamberí bölgesinin en çok tercih edilen mekanlarından. Sıcak ambiyansı, özenli servisi ve zengin menüsüyle hem yerel halkın hem turistlerin vazgeçilmezi haline gelmiş.","The address of authentic flavors, Mercado de Vallehermoso is one of Chamberí's most preferred venues. With its warm ambiance, attentive service and rich menu, it has become indispensable for both locals and tourists.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/mercado_de_vallehermoso.jpg
Madrid,OTA,Mercado de la Paz,Mercado de la Paz,Yeme-İçme,Salamanca,"Salamanca'nın lokal pazarı. Turistlerden uzak, gerçek Madrileño deneyimi. Taze ürünler, tapas barları.","Salamanca's local market. Away from tourists, real Madrileño experience. Fresh products, tapas bars.",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/mercado_de_la_paz.jpg
Madrid,OTA,Mezcla Café,Mezcla Café,Kafe,Calle del General Díaz Porlier,Kahve ve lezzetin mükemmel karışımı. Rahat bir atmosferde nitelikli kahve deneyimi.,Perfect mix of coffee and flavor. Specialty coffee experience in a comfortable atmosphere.,medium,4.8,208,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/mezcla_cafe.jpg
Madrid,OTA,Miles Café - Specialty Coffee & Matcha,Miles Café - Specialty Coffee & Matcha,Kafe,C. de Argumosa,Miles kafesi! Specialty kahve ve Japon matcha buluşması.,Miles cafe! Specialty coffee and Japanese matcha meeting.,medium,5,329,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/miles_cafe_specialty_coffee_and_matcha.jpg
Madrid,OTA,Minos Pastry & Specialty coffee,Minos Pastry & Specialty coffee,Kafe,Calle del Dr. Castelo,"Geniş hamur işi çeşitleri ve nitelikli kahveleriyle, tatlı bir mola için ideal mekan.","Retiro district gem offering artisanal pastries, cinnamon rolls, and a wide range of specialty coffees.",medium,5,189,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/minos_pastry_and_specialty_coffee.jpg
Madrid,OTA,Momento Café,Momento Café,Kafe,Av. de Bruselas,"Şehrin kalabalığından uzaklaşıp anın tadını çıkarabileceğiniz, kahve ve huzur dolu bir mekan.","Romantic and cozy cafe serving pies, empanadas, and specialty coffee in a quiet setting.",medium,4.9,1406,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/momento_cafe.jpg
Madrid,OTA,Momus Bar,Momus Bar,Bar,C. de San Bartolomé,Yunan hiciv tanrısı Momus! Eğlenmek için tasarlanmış bar.,Greek god of mockery Momus! Bar designed for fun.,medium,4.8,356,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/momus_bar.jpg
Madrid,OTA,Monasterio de las Descalzas Reales,Monastery of Descalzas Reales,Tarihi,Centro,"Madrid'in kalbinde saklı, içi paha biçilemez sanat eserleri ve duvar halılarıyla dolu eski bir kraliyet sarayı ve manastır.","A 16th-century former palace turned royal monastery, hiding an incredible collection of tapestries and Renaissance religious art.",medium,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/monasterio_de_las_descalzas_reales.jpg
Madrid,OTA,Moratin,Moratin,Yeme-İçme,C. de Moratín,Renowned bistro & wine bar with exposed wood beams serving creative Spanish seafood & meat dishes.,Renowned bistro & wine bar with exposed wood beams serving creative Spanish seafood & meat dishes.,medium,4.8,1177,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/moratin.png
Madrid,OTA,"MrWay - Specialty Coffee, Brunch & Cocktails","MrWay - Specialty Coffee, Brunch & Cocktails",Kafe,Calle de la Morería,"Bay Yol! Specialty kahve, brunch ve kokteyller üçlemesi.","Highly-rated spot offering a seamless blend of specialty coffee, hearty brunch, and cocktails.",medium,4.9,61,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/mrway_specialty_coffee_brunch_and_cocktails.jpg
Madrid,OTA,Museo ABC,ABC Museum,Müze,Centro,"Modern bir mimari tasarıma sahip olan bu müze, grafik sanatlar, illüstrasyon ve çizgi roman dünyasına adanmış eşsiz bir galeridir.","A stunning piece of modern architecture housing an impressive collection of graphic arts, illustrations, and temporary design exhibitions.",low,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/museo_abc.jpg
Madrid,OTA,Museo Cerralbo,Museo Cerralbo,Müze,Plaza de España,"Museo Cerralbo, Madrid'nin sanat sahnesinin nabzını tutan önemli bir kültür merkezi. Plaza de España bölgesindeki modern binası, kalıcı ve geçici sergiler, atölye çalışmaları ve özel etkinlikleriyle yıl boyunca ziyaret edilmeye değer.","19th c palace where time stood still. Items, chandeliers, weapons preserved as is. Hidden gem.",low,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/museo_cerralbo.jpg
