Language,City,Route Name,Stop Count,Places
Turkish,Geneva,Saatçilik & Lüks,5,"Patek Philippe Museum, Rue du Rhône, Manor Genève, Confiserie Arn, L'Horloge Fleurie"
English,Geneva,Watchmaking & Luxury,5,"Patek Philippe Museum, Rue du Rhône, Manor Genève, Confiserie Arn, L'Horloge Fleurie"
Turkish,Geneva,Cenevre Gölü Keyfi,5,"Bains des Pâquis, Baby Plage, La Potinière, Perle du Lac, Jardin Botanique"
English,Geneva,Lake Geneva Relax,5,"Bains des Pâquis, Baby Plage, La Potinière, Perle du Lac, Jardin Botanique"
Turkish,Geneva,Bohem Carouge,5,"Place du Marché, Cinéma Bio, Boulangerie Wolfisberg, Rue Saint-Joseph, Carouge Museum"
English,Geneva,Bohemian Carouge,5,"Place du Marché, Cinéma Bio, Boulangerie Wolfisberg, Rue Saint-Joseph, Carouge Museum"
Turkish,Lucerne,Luzern Klasikleri,5,"Kapellbrücke, Water Tower, Rathaus Brauerei, Jesuit Church, Bachmann Bakery"
English,Lucerne,Lucerne Essentials,5,"Kapellbrücke, Water Tower, Rathaus Brauerei, Jesuit Church, Bachmann Bakery"
Turkish,Lucerne,Şehir Surları & Manzara,5,"Museggmauer, Zyt Tower, Männleturm, Restaurant Lapin, Bourbaki Panorama"
English,Lucerne,City Walls & Views,5,"Museggmauer, Zyt Tower, Männleturm, Restaurant Lapin, Bourbaki Panorama"
Turkish,Lucerne,Ulaşım Müzesi & Plaj,5,"Swiss Museum of Transport, Planetarium, Lido Luzern, Verkehrshaus Filmtheatre, Hans Erni Museum"
English,Lucerne,Transport Museum & Beach,5,"Swiss Museum of Transport, Planetarium, Lido Luzern, Verkehrshaus Filmtheatre, Hans Erni Museum"
Turkish,Lucerne,Pilatus Altın Tur,5,"Kriens Gondola, Fräkmüntegg, Pilatus Kulm, Hotel Pilatus-Kulm Restaurant, Alpnachstad"
English,Lucerne,Pilatus Golden Round,5,"Kriens Gondola, Fräkmüntegg, Pilatus Kulm, Hotel Pilatus-Kulm Restaurant, Alpnachstad"
Turkish,Lucerne,Göl Kültürü & Kafe,5,"KKL Luzern, Inseli Park, World Café, Rosengart Collection, Lake Promenade"
English,Lucerne,Lake Culture & Cafe,5,"KKL Luzern, Inseli Park, World Café, Rosengart Collection, Lake Promenade"
Turkish,Lucerne,Sanat & Müzik Yürüyüşü,5,"Rosengart Collection, Richard Wagner Museum, KKL Foyer, Bourbaki Panorama, Alpineum"
English,Lucerne,Art & Music Walk,5,"Rosengart Collection, Richard Wagner Museum, KKL Foyer, Bourbaki Panorama, Alpineum"
Turkish,Stockholm,Stockholm Eski Şehir,5,"Gamla Stan, Stockholm Sarayı, Stortorget, Nobel Ödülü Müzesi, Riddarholmen Kilisesi"
English,Stockholm,Stockholm Old Town,5,"Gamla Stan, Stockholm Sarayı, Stortorget, Nobel Ödülü Müzesi, Riddarholmen Kilisesi"
Turkish,Stockholm,Djurgården Müzeleri,4,"Vasa Müzesi, Skansen Açık Hava Müzesi, Abba The Museum, Nordiska Müzesi"
English,Stockholm,Djurgården Museums,4,"Vasa Müzesi, Skansen Açık Hava Müzesi, Abba The Museum, Nordiska Müzesi"
Turkish,Stockholm,Metro Sanat Galerisi,4,"T-Centralen Metro İstasyonu, Solna Centrum Metro İstasyonu, Kungsträdgården Metro İstasyonu, Stadion Metro İstasyonu"
English,Stockholm,Metro Art Gallery,4,"T-Centralen Metro İstasyonu, Solna Centrum Metro İstasyonu, Kungsträdgården Metro İstasyonu, Stadion Metro İstasyonu"
Turkish,Stockholm,Manzara & Fotoğraf,5,"Stockholm City Hall (Stadshuset), Fotografiska Museum, Monteliusvägen Panoramic Path, Fjällgatan Lookout, Skinnarviksberget"
English,Stockholm,Views & Photography,5,"Stockholm City Hall (Stadshuset), Fotografiska Museum, Monteliusvägen Panoramic Path, Fjällgatan Lookout, Skinnarviksberget"
Turkish,Stockholm,Takimada Macerası,5,"Stockholm Archipelago Boat Tour, Fjäderholmarna Islands, Vaxholm Fortress, Grinda Island, Sandhamn"
English,Stockholm,Archipelago Adventure,5,"Stockholm Archipelago Boat Tour, Fjäderholmarna Islands, Vaxholm Fortress, Grinda Island, Sandhamn"
Turkish,Stockholm,Kraliyet Drottningholm,5,"Drottningholm Palace, Chinese Pavilion, Drottningholm Court Theatre, Royal Palace Gardens, Kina Slott"
English,Stockholm,Royal Drottningholm,5,"Drottningholm Palace, Chinese Pavilion, Drottningholm Court Theatre, Royal Palace Gardens, Kina Slott"
Turkish,HongKong,HK Silueti & Zirve,5,"Victoria Peak, Star Ferry, Avenue of Stars, Symphony of Lights, Sky100"
English,HongKong,HK Skyline & Peak,5,"Victoria Peak, Star Ferry, Avenue of Stars, Symphony of Lights, Sky100"
Turkish,HongKong,Tapınaklar & Gelenek,5,"Man Mo Temple, Wong Tai Sin Temple, Chi Lin Nunnery, Nan Lian Garden, Ten Thousand Buddhas Monastery"
English,HongKong,Temples & Tradition,5,"Man Mo Temple, Wong Tai Sin Temple, Chi Lin Nunnery, Nan Lian Garden, Ten Thousand Buddhas Monastery"
Turkish,HongKong,Şehir Ormanı & Pazarlar,5,"Mong Kok (Ladies Market), Temple Street Night Market, Central-Mid-Levels Escalator, Choi Hung Estate, Sneaker Street"
English,HongKong,Urban Jungle & Markets,5,"Mong Kok (Ladies Market), Temple Street Night Market, Central-Mid-Levels Escalator, Choi Hung Estate, Sneaker Street"
Turkish,HongKong,Büyük Buda & Lantau,5,"Tian Tan Big Buddha, Po Lin Monastery, Ngong Ping 360 Cable Car, Tai O Fishing Village, Wisdom Path"
English,HongKong,Big Buddha & Lantau,5,"Tian Tan Big Buddha, Po Lin Monastery, Ngong Ping 360 Cable Car, Tai O Fishing Village, Wisdom Path"
Turkish,HongKong,Dim Sum & Lezzetler,5,"Tim Ho Wan (Sham Shui Po), Kam's Roast Goose, Lan Fong Yuen (Milk Tea), Tai Cheong Bakery, Yat Lok Roast Goose"
English,HongKong,Dim Sum & Delights,5,"Tim Ho Wan (Sham Shui Po), Kam's Roast Goose, Lan Fong Yuen (Milk Tea), Tai Cheong Bakery, Yat Lok Roast Goose"
Turkish,HongKong,Tramvay & Feribot Nostaljisi,5,"Hong Kong Tramway (Ding Ding), Star Ferry (Tsim Sha Tsui), Peak Tram, Central Ferry Pier, Hong Kong Observation Wheel"
English,HongKong,Tram & Ferry Nostalgia,5,"Hong Kong Tramway (Ding Ding), Star Ferry (Tsim Sha Tsui), Peak Tram, Central Ferry Pier, Hong Kong Observation Wheel"
Turkish,Seoul,Kraliyet Seul'u,5,"Gyeongbokgung Sarayı, Changdeokgung Palace & Secret Garden, Bukchon Hanok Köyü, Insadong Culture Street, Jogyesa Temple"
English,Seoul,Royal Seoul,5,"Gyeongbokgung Sarayı, Changdeokgung Palace & Secret Garden, Bukchon Hanok Köyü, Insadong Culture Street, Jogyesa Temple"
Turkish,Seoul,Fütüristik Seul,5,"Dongdaemun Design Plaza (DDP), Lotte World Tower (Seoul Sky), Starfield Library (COEX Mall), Banpo Bridge Moonlight Rainbow Fountain, Gangnam District"
English,Seoul,Futuristic Seoul,5,"Dongdaemun Design Plaza (DDP), Lotte World Tower (Seoul Sky), Starfield Library (COEX Mall), Banpo Bridge Moonlight Rainbow Fountain, Gangnam District"
Turkish,Seoul,Alışveriş & Gençlik,5,"Myeongdong Shopping Street, Hongdae (Hongik University Street), Hwayang-dong (Konkuk Univ), Ewha Womans University Area, Stylenanda Pink Hotel"
English,Seoul,Shopping & Youth,5,"Myeongdong Shopping Street, Hongdae (Hongik University Street), Hwayang-dong (Konkuk Univ), Ewha Womans University Area, Stylenanda Pink Hotel"
Turkish,Seoul,Kore Yemek Macerası,5,"Gwangjang Market (Mayak Kimbap), Myeongdong Kyoja, Myeongdong Street Food, Tosokchon Samgyetang (Chicken Soup), Sulbing (Bingsu Dessert)"
English,Seoul,K-Food Adventure,5,"Gwangjang Market (Mayak Kimbap), Myeongdong Kyoja, Myeongdong Street Food, Tosokchon Samgyetang (Chicken Soup), Sulbing (Bingsu Dessert)"
Turkish,Seoul,Panoramik Seul,5,"N Seoul Tower, Namsan Park & Cable Car, Hanyangdoseong (Ancient City Wall), Bugak Skyway, Cheonggyecheon Stream Walk"
English,Seoul,Panoramic Seoul,5,"N Seoul Tower, Namsan Park & Cable Car, Hanyangdoseong (Ancient City Wall), Bugak Skyway, Cheonggyecheon Stream Walk"
Turkish,Seoul,Savaş & Barış,2,"War Memorial of Korea, Imjingak Resort (DMZ)"
English,Seoul,War & Peace,2,"War Memorial of Korea, Imjingak Resort (DMZ)"
Turkish,Nice,Promenade & Eski Şehir,5,"Promenade des Anglais, Vieux Nice (Old Town), Cours Saleya Market, Colline du Château (Castle Hill), Tour Bellanda"
English,Nice,Promenade & Old Town,5,"Promenade des Anglais, Vieux Nice (Old Town), Cours Saleya Market, Colline du Château (Castle Hill), Tour Bellanda"
Turkish,Nice,Sanatın Ustaları,3,"Marc Chagall National Museum, Matisse Museum, Cimiez Monastery"
English,Nice,Masters of Art,3,"Marc Chagall National Museum, Matisse Museum, Cimiez Monastery"
Turkish,Nice,Kraliyet & Rus İzleri,3,"Russian Orthodox Cathedral, Hotel Negresco, Villa Masséna Musée"
English,Nice,Royal & Russian,3,"Russian Orthodox Cathedral, Hotel Negresco, Villa Masséna Musée"
Turkish,Nice,Yeşil Nice,3,"Phoenix Park (Parc Phoenix), Promenade du Paillon, Jardin Albert 1er"
English,Nice,Green Nice,3,"Phoenix Park (Parc Phoenix), Promenade du Paillon, Jardin Albert 1er"
Turkish,Nice,Liman & Panorama,3,"Port Lympia, Place Garibaldi, Coco Beach"
English,Nice,Port & Panorama,3,"Port Lympia, Place Garibaldi, Coco Beach"
Turkish,Lyon,Eski Lyon & Traboule'lar,4,"Vieux Lyon (Rönesans Avluları), Traboules, Cathédrale Saint-Jean-Baptiste, Musée Cinéma et Miniature"
English,Lyon,Vieux Lyon & Traboules,4,"Vieux Lyon (Rönesans Avluları), Traboules, Cathédrale Saint-Jean-Baptiste, Musée Cinéma et Miniature"
Turkish,Lyon,Fourvière & Roma Kalıntıları,3,"Basilica of Notre-Dame de Fourvière, Théâtres Romains de Fourvière, Musée Gallo-Romain"
English,Lyon,Fourvière & Roman Ruins,3,"Basilica of Notre-Dame de Fourvière, Théâtres Romains de Fourvière, Musée Gallo-Romain"
Turkish,Lyon,Gastronomi Başkenti,4,"Les Halles de Lyon Paul Bocuse, Bouchon Daniel & Denise, Café des Fédérations, François Pralus - Lyon Presqu'île"
English,Lyon,Capital of Gastronomy,4,"Les Halles de Lyon Paul Bocuse, Bouchon Daniel & Denise, Café des Fédérations, François Pralus - Lyon Presqu'île"
Turkish,Lyon,Müzik & Nehirler,4,"Musée des Beaux-Arts, Place des Terreaux, Place Bellecour, Musée des Confluences"
English,Lyon,Music & Rivers,4,"Musée des Beaux-Arts, Place des Terreaux, Place Bellecour, Musée des Confluences"
Turkish,Lyon,Boyalı Duvarlar & İpek,3,"Croix-Rousse, Mur des Canuts, La Fresque des Lyonnais"
English,Lyon,Painted Walls & Silk,3,"Croix-Rousse, Mur des Canuts, La Fresque des Lyonnais"
Turkish,Lyon,Altın Baş Parkı,2,"Parc de la Tête d'Or (Gül Bahçesi), L'Institut Lumière"
English,Lyon,Golden Head Park,2,"Parc de la Tête d'Or (Gül Bahçesi), L'Institut Lumière"
Turkish,Marseille,Vieux Port & Tarih,4,"Vieux Port (Old Port), Notre-Dame de la Garde, Fort Saint-Jean, Abbaye Saint-Victor"
English,Marseille,Vieux Port & History,4,"Vieux Port (Old Port), Notre-Dame de la Garde, Fort Saint-Jean, Abbaye Saint-Victor"
Turkish,Marseille,MuCEM & Le Panier,4,"MuCEM, Le Panier, Cathédrale La Major, Les Terrasses du Port"
English,Marseille,MuCEM & Le Panier,4,"MuCEM, Le Panier, Cathédrale La Major, Les Terrasses du Port"
Turkish,Marseille,Calanques & Adalar,4,"Calanques National Park, Château d'If, Frioul Islands, Vallon des Auffes (Viyadük)"
English,Marseille,Calanques & Islands,4,"Calanques National Park, Château d'If, Frioul Islands, Vallon des Auffes (Viyadük)"
Turkish,Marseille,Bohem Marsilya,3,"Cours Julien, La Plaine, Savonnerie de la Licorne"
English,Marseille,Bohemian Marseille,3,"Cours Julien, La Plaine, Savonnerie de la Licorne"
Turkish,Marseille,Corniche & Plajlar,3,"La Corniche Kennedy, Plage des Catalans, Vallon des Auffes (Viyadük)"
English,Marseille,Corniche & Beaches,3,"La Corniche Kennedy, Plage des Catalans, Vallon des Auffes (Viyadük)"
Turkish,Marseille,Modern Mimari,2,"Cité Radieuse (Le Corbusier), Orange Vélodrome"
English,Marseille,Modern Architecture,2,"Cité Radieuse (Le Corbusier), Orange Vélodrome"
Turkish,Dublin,Dublin Tarihi & Üni,5,"Trinity College - Long Room, Dublin Castle, Chester Beatty Library, Christ Church Cathedral, St. Patrick's Cathedral"
English,Dublin,Dublin History & Uni,5,"Trinity College - Long Room, Dublin Castle, Chester Beatty Library, Christ Church Cathedral, St. Patrick's Cathedral"
Turkish,Dublin,Guinness & Temple Bar,5,"Guinness Storehouse, Temple Bar, Jameson Distillery Bow St., The Brazen Head, Irish Whiskey Museum"
English,Dublin,Guinness & Temple Bar,5,"Guinness Storehouse, Temple Bar, Jameson Distillery Bow St., The Brazen Head, Irish Whiskey Museum"
Turkish,Dublin,İsyancılar & Göçmenler,5,"Kilmainham Gaol, EPIC The Irish Emigration Museum, GPO Witness History, Jeanie Johnston Tall Ship, Famine Memorial"
English,Dublin,Rebels & Emigrants,5,"Kilmainham Gaol, EPIC The Irish Emigration Museum, GPO Witness History, Jeanie Johnston Tall Ship, Famine Memorial"
Turkish,Dublin,Yeşil Dublin Parkları,5,"St. Stephen's Green, Phoenix Park (Deer Watching), Merrion Square, National Botanic Gardens, Iveagh Gardens"
English,Dublin,Green Dublin Parks,5,"St. Stephen's Green, Phoenix Park (Deer Watching), Merrion Square, National Botanic Gardens, Iveagh Gardens"
Turkish,Dublin,Müzik & Folklor,4,"The Cobblestone, The Stag's Head, O'Donoghue's, Whelands"
English,Dublin,Music & Folklore,4,"The Cobblestone, The Stag's Head, O'Donoghue's, Whelands"
Turkish,Dublin,Howth Sahil Yürüyüşü,3,"Howth, Howth Cliff Walk, Howth Market"
English,Dublin,Howth Coastal Walk,3,"Howth, Howth Cliff Walk, Howth Market"
Turkish,Antalya,Kaleiçi & Tarih,6,"Hadrian Kapısı (Üç Kapılar), Kaleiçi, Hıdırlık Kulesi, Mermerli Plajı, Vanilla Lounge, Yivli Minare"
English,Antalya,Kaleiçi & History,6,"Hadrian Kapısı (Üç Kapılar), Kaleiçi, Hıdırlık Kulesi, Mermerli Plajı, Vanilla Lounge, Yivli Minare"
Turkish,Antalya,Antik Kentler (Günübirlik),5,"Aspendos Antik Tiyatrosu, Perge Antik Kenti, Termessos Antik Kenti, Kurşunlu Şelalesi, Köprülü Kanyon"
English,Antalya,Ancient Cities (Day Trip),5,"Aspendos Antik Tiyatrosu, Perge Antik Kenti, Termessos Antik Kenti, Kurşunlu Şelalesi, Köprülü Kanyon"
Turkish,Antalya,Şelaleler & Doğa,5,"Düden Şelalesi (Aşağı), Düden Parkı, Kurşunlu Şelalesi, Konyaaltı Plajı, The Land of Legends Theme Park"
English,Antalya,Waterfalls & Nature,5,"Düden Şelalesi (Aşağı), Düden Parkı, Kurşunlu Şelalesi, Konyaaltı Plajı, The Land of Legends Theme Park"
Turkish,Antalya,Lara Sahili ve Alışveriş,5,"Lara Plajı, TerraCity AVM, Falez Parkı, Eski Lara Caddesi, Lara Balıkçı Barınağı"
English,Antalya,Lara Coast & Shopping,5,"Lara Plajı, TerraCity AVM, Falez Parkı, Eski Lara Caddesi, Lara Balıkçı Barınağı"
Turkish,Gaziantep,Gastronomi Başkenti,6,"İmam Çağdaş, Koçak Baklava, Tahmis Kahvesi, Mutfak Sanatları Merkezi, Kebapçı Halil Usta, Orkide Pastanesi (Katmer)"
English,Gaziantep,Gastronomy Capital,6,"İmam Çağdaş, Koçak Baklava, Tahmis Kahvesi, Mutfak Sanatları Merkezi, Kebapçı Halil Usta, Orkide Pastanesi (Katmer)"
Turkish,Gaziantep,Zeugma & Tarih,6,"Zeugma Mozaik Müzesi, Gaziantep Kalesi, Bakırcılar Çarşısı, Zincirli Bedesten, Hamam Müzesi, Gümrük Hanı"
English,Gaziantep,Zeugma & History,6,"Zeugma Mozaik Müzesi, Gaziantep Kalesi, Bakırcılar Çarşısı, Zincirli Bedesten, Hamam Müzesi, Gümrük Hanı"
Turkish,Gaziantep,Bakırcılar ve El Sanatları,6,"Bakırcılar Çarşısı, Almacı Pazarı, Kutnu Kumaş Atölyeleri, Sedef Kakma Atölyesi, Naib Hamamı, Tarihi Gümrük Hanı"
English,Gaziantep,Artisans & Bazaars,6,"Bakırcılar Çarşısı, Almacı Pazarı, Kutnu Kumaş Atölyeleri, Sedef Kakma Atölyesi, Naib Hamamı, Tarihi Gümrük Hanı"
Turkish,Cappadocia,Kırmızı Tur (Kuzey),6,"Göreme Açık Hava Müzesi, Uçhisar Kalesi, Paşabağ Peribacaları, Devrent Vadisi, Avanos Çömlek Atölyesi, Dibek Restaurant"
English,Cappadocia,Red Tour (North),6,"Göreme Açık Hava Müzesi, Uçhisar Kalesi, Paşabağ Peribacaları, Devrent Vadisi, Avanos Çömlek Atölyesi, Dibek Restaurant"
Turkish,Cappadocia,Yeşil Tur (Güney),5,"Derinkuyu Yeraltı Şehri, Ihlara Vadisi, Selime Manastırı, Belisirma Köyü (Yemek), Güvercinlik Vadisi"
English,Cappadocia,Green Tour (South),5,"Derinkuyu Yeraltı Şehri, Ihlara Vadisi, Selime Manastırı, Belisirma Köyü (Yemek), Güvercinlik Vadisi"
Turkish,Cappadocia,Balonlar & Manzara,5,"Aşk Vadisi (Love Valley), Kızılçukur Vadisi (Sunset Point), Ortahisar Kalesi, Galerie Icman (Carpet Shop), Asmalı Konak Museum"
English,Cappadocia,Balloons & Views,5,"Aşk Vadisi (Love Valley), Kızılçukur Vadisi (Sunset Point), Ortahisar Kalesi, Galerie Icman (Carpet Shop), Asmalı Konak Museum"
Turkish,Belgrade,Belgrad Havası & Tarih,5,"Kalemegdan Fortress, Knez Mihailova Street, Republic Square, Hotel Moskva (Cafe), Beton Hala (Riverside)"
English,Belgrade,Belgrade Vibes & History,5,"Kalemegdan Fortress, Knez Mihailova Street, Republic Square, Hotel Moskva (Cafe), Beton Hala (Riverside)"
Turkish,Belgrade,Bohem Skadarlija,5,"Skadarlija Street, Dva Jelena (Two Deer), Tri Sesira, Bajloni Market, Red Bar"
English,Belgrade,Bohemian Skadarlija,5,"Skadarlija Street, Dva Jelena (Two Deer), Tri Sesira, Bajloni Market, Red Bar"
Turkish,Belgrade,Tesla & Müzeler,5,"Nikola Tesla Museum, Saint Sava Temple, National Museum of Serbia, Botanical Garden Jevremovac, Smokvica (Cafe)"
English,Belgrade,Tesla & Museums,5,"Nikola Tesla Museum, Saint Sava Temple, National Museum of Serbia, Botanical Garden Jevremovac, Smokvica (Cafe)"
Turkish,Bologna,Kızıl Şehir,5,"Piazza Maggiore, Two Towers (Due Torri), San Petronio Basilica, Archiginnasio (Teatro Anatomico), Salumeria Simoni (Food)"
English,Bologna,The Red City,5,"Piazza Maggiore, Two Towers (Due Torri), San Petronio Basilica, Archiginnasio (Teatro Anatomico), Salumeria Simoni (Food)"
Turkish,Bologna,Şişman Bologna,5,"Quadrilatero Market, Osteria dell'Orsa, Cremeria Santo Stefano, Mercato di Mezzo, Trattoria da Danio"
English,Bologna,La Grassa (The Fat),5,"Quadrilatero Market, Osteria dell'Orsa, Cremeria Santo Stefano, Mercato di Mezzo, Trattoria da Danio"
Turkish,Heidelberg,Kale & Eski Köprü,5,"Heidelberg Castle, Old Bridge (Karl Theodor Bridge), Market Square (Marktplatz), Church of the Holy Spirit, Vetter's Alt Heidelberger Brauhaus"
English,Heidelberg,Castle & Old Bridge,5,"Heidelberg Castle, Old Bridge (Karl Theodor Bridge), Market Square (Marktplatz), Church of the Holy Spirit, Vetter's Alt Heidelberger Brauhaus"
Turkish,Heidelberg,Filozoflar Yolu,4,"Philosophers' Walk, Heiligenberg, Thingstätte Amphitheatre, Neuburg Abbey"
English,Heidelberg,Philosophers' Walk,4,"Philosophers' Walk, Heiligenberg, Thingstätte Amphitheatre, Neuburg Abbey"
Turkish,Kotor,Ortaçağ Eski Şehir,6,"Kotor Old Town, Cathedral of Saint Tryphon, Cats Museum, Church of St. Luke, Bastion Restaurant, Kampana Tower"
English,Kotor,Medieval Old Town,6,"Kotor Old Town, Cathedral of Saint Tryphon, Cats Museum, Church of St. Luke, Bastion Restaurant, Kampana Tower"
Turkish,Kotor,San Giovanni Tırmanışı,4,"Castle of San Giovanni, Church of Our Lady of Remedy, Trail Cheese Shop, North Gate"
English,Kotor,San Giovanni Hike,4,"Castle of San Giovanni, Church of Our Lady of Remedy, Trail Cheese Shop, North Gate"
Turkish,Matera,Matera Sassi,6,"Sassi di Matera, Casa Grotta nei Sassi, Madonna de Idris, San Pietro Caveoso, Palombaro Lungo, Antica Matera (Restaurant)"
English,Matera,Sassi di Matera,6,"Sassi di Matera, Casa Grotta nei Sassi, Madonna de Idris, San Pietro Caveoso, Palombaro Lungo, Antica Matera (Restaurant)"
Turkish,Matera,Belvedere Manzaraları,4,"Belvedere di Murgia Timone, Parco della Murgia Materana, Pane e Pace (Bakery), MUSMA Museum"
English,Matera,Belvedere Views,4,"Belvedere di Murgia Timone, Parco della Murgia Materana, Pane e Pace (Bakery), MUSMA Museum"
Turkish,Oslo,Opera & Munch,5,"Oslo Opera House, Munch Museum, Deichman Bjørvika, Salt (Sauna & Food), Vippa Food Court"
English,Oslo,Opera & Munch,5,"Oslo Opera House, Munch Museum, Deichman Bjørvika, Salt (Sauna & Food), Vippa Food Court"
Turkish,Oslo,Vigeland Heykel Parkı,5,"Vigeland Sculpture Park, Frogner Park, Holmenkollen Ski Museum & Tower, Anne på landet (Cafe), The Emanuel Vigeland Museum"
English,Oslo,Vigeland Sculpture Park,5,"Vigeland Sculpture Park, Frogner Park, Holmenkollen Ski Museum & Tower, Anne på landet (Cafe), The Emanuel Vigeland Museum"
Turkish,Rovaniemi,Noel Baba Köyü,5,"Santa Claus Village, Santa's Main Post Office, Husky Park, Santa's Salmon Place (Food), Reindeer Sleigh Ride"
English,Rovaniemi,Santa Claus Village,5,"Santa Claus Village, Santa's Main Post Office, Husky Park, Santa's Salmon Place (Food), Reindeer Sleigh Ride"
Turkish,Rovaniemi,Arktikum & Doğa,5,"Arktikum Science Museum, Pilke Science Centre, Korundi House of Culture, Ounasvaara Winter Trail, Cafe & Bar 21"
English,Rovaniemi,Arktikum & Nature,5,"Arktikum Science Museum, Pilke Science Centre, Korundi House of Culture, Ounasvaara Winter Trail, Cafe & Bar 21"
Turkish,SanSebastian,La Concha & Manzara,5,"La Concha Beach, Ondarreta Beach, Miramar Palace Gardens, Peine del Viento (Wind Comb), Monte Igueldo Funicular"
English,SanSebastian,La Concha & Views,5,"La Concha Beach, Ondarreta Beach, Miramar Palace Gardens, Peine del Viento (Wind Comb), Monte Igueldo Funicular"
Turkish,SanSebastian,Pintxos Turu,5,"Parte Vieja (Old Town), La Viña (Cheesecake), Bar Zeruko, Borda Berri, Atari Gastroteka"
English,SanSebastian,Pintxos Tour,5,"Parte Vieja (Old Town), La Viña (Cheesecake), Bar Zeruko, Borda Berri, Atari Gastroteka"
Turkish,Santorini,Oia Gün Batımı & Manzara,5,"Oia Castle, Amoudi Bay (Fish Tavernas), Blue Domed Churches, Melenio Cafe, Atlantis Books"
English,Santorini,Oia Sunset & Views,5,"Oia Castle, Amoudi Bay (Fish Tavernas), Blue Domed Churches, Melenio Cafe, Atlantis Books"
Turkish,Santorini,Fira'dan Oia'ya Yürüyüş,5,"Fira, Skaros Rock, Imerovigli, Prophet Elias Church, Avocado Restaurant (Lunch Stop)"
English,Santorini,Fira to Oia Hike,5,"Fira, Skaros Rock, Imerovigli, Prophet Elias Church, Avocado Restaurant (Lunch Stop)"
Turkish,Santorini,Kızıl Plaj & Tarih,4,"Red Beach, Akrotiri Archaeological Site, Perissa Beach (Black Sand), Santo Wines Winery"
English,Santorini,Red Beach & History,4,"Red Beach, Akrotiri Archaeological Site, Perissa Beach (Black Sand), Santo Wines Winery"
Turkish,Sarajevo,Başçarşı & Eski Şehir,6,"Başçarşı, Sebilj (Sebil), Gazi Husrev-beg Mosque, Latin Bridge, Inat Kuca, Yellow Bastion (Sunset)"
English,Sarajevo,Baščaršija & Old Town,6,"Başçarşı, Sebilj (Sebil), Gazi Husrev-beg Mosque, Latin Bridge, Inat Kuca, Yellow Bastion (Sunset)"
Turkish,Sarajevo,Umut Tüneli,4,"Tunnel of Hope, Galerija 11/07/95, War Childhood Museum, Sniper Alley (Drive-by)"
English,Sarajevo,Tunnel of Hope,4,"Tunnel of Hope, Galerija 11/07/95, War Childhood Museum, Sniper Alley (Drive-by)"
Turkish,Sintra,Pena & Mağribi Kalesi,4,"Pena Palace, Moorish Castle, Park of Pena, Chalet of the Countess of Edla"
English,Sintra,Pena & Moorish Castle,4,"Pena Palace, Moorish Castle, Park of Pena, Chalet of the Countess of Edla"
Turkish,Sintra,Quinta da Regaleira,4,"Quinta da Regaleira (Initiation Well), Sintra National Palace, Piriquita (Pastries), Monserrate Palace"
English,Sintra,Quinta da Regaleira,4,"Quinta da Regaleira (Initiation Well), Sintra National Palace, Piriquita (Pastries), Monserrate Palace"
Turkish,Strasbourg,Petite France & Katedral,5,"Strasbourg Cathedral, Petite France, Ponts Couverts, Barrage Vauban, Maison Kammerzell"
English,Strasbourg,Petite France & Cathedral,5,"Strasbourg Cathedral, Petite France, Ponts Couverts, Barrage Vauban, Maison Kammerzell"
Turkish,Strasbourg,Avrupa Bölgesi,4,"European Parliament, Parc de l'Orangerie, Josephine Pavilion, Bowling de l'Orangerie"
English,Strasbourg,European Quarter,4,"European Parliament, Parc de l'Orangerie, Josephine Pavilion, Bowling de l'Orangerie"
Turkish,Tromso,Arktik Kapısı,5,"Arctic Cathedral, Fjellheisen Cable Car, Polar Museum, Polaria Aquarium, Mack Brewery (Ølhallen)"
English,Tromso,Arctic Gateway,5,"Arctic Cathedral, Fjellheisen Cable Car, Polar Museum, Polaria Aquarium, Mack Brewery (Ølhallen)"
Turkish,Tromso,Kuzey Işıkları Noktaları,4,"Telegrafbukta Beach, Prestvannet Lake, Fjellheisen Viewpoint, Ersfjordbotn"
English,Tromso,Northern Lights Spots,4,"Telegrafbukta Beach, Prestvannet Lake, Fjellheisen Viewpoint, Ersfjordbotn"
Turkish,Zermatt,Gornergrat Treni,5,"Gornergrat Railway, Riffelsee Lake, 3100 Kulmhotel, Riffelalp Resort, Matterhorn Viewpoint"
English,Zermatt,Gornergrat Railway,5,"Gornergrat Railway, Riffelsee Lake, 3100 Kulmhotel, Riffelalp Resort, Matterhorn Viewpoint"
Turkish,Zermatt,Zermatt Köyü,5,"Hinterdorf (Old Barns), Matterhorn Museum, Mountaineers' Cemetery, Bahnhofstrasse, Fuchs Bakery"
English,Zermatt,Zermatt Village,5,"Hinterdorf (Old Barns), Matterhorn Museum, Mountaineers' Cemetery, Bahnhofstrasse, Fuchs Bakery"
Turkish,Bruges,Ortaçağ Masalı,6,"Markt Square, Belfry of Bruges, Minnewater Park, Rozenhoedkaai, Choco-Story Museum, De Halve Maan Brewery"
English,Bruges,Medieval Fairy Tale,6,"Markt Square, Belfry of Bruges, Minnewater Park, Rozenhoedkaai, Choco-Story Museum, De Halve Maan Brewery"
